epoch,timestamp,operations,operations-delta,operations/second
1694180094.624,08/09/2023 13:34:54,40525,40525,40525
1694180095.624,08/09/2023 13:34:55,95463,54938,54938
1694180096.624,08/09/2023 13:34:56,158504,63041,63041
1694180097.624,08/09/2023 13:34:57,226889,68385,68385
1694180098.624,08/09/2023 13:34:58,295162,68273,68273
1694180099.625,08/09/2023 13:34:59,348684,53522,53468.531
1694180100.625,08/09/2023 13:35:00,405105,56421,56421
1694180101.625,08/09/2023 13:35:01,469957,64852,64852
1694180102.625,08/09/2023 13:35:02,531337,61380,61380
1694180103.625,08/09/2023 13:35:03,597757,66420,66420
1694180104.625,08/09/2023 13:35:04,657880,60123,60123
1694180105.625,08/09/2023 13:35:05,718964,61084,61084
1694180106.625,08/09/2023 13:35:06,776788,57824,57824
1694180107.625,08/09/2023 13:35:07,825125,48337,48337
1694180108.625,08/09/2023 13:35:08,879228,54103,54103
1694180109.625,08/09/2023 13:35:09,938319,59091,59091
1694180110.625,08/09/2023 13:35:10,996116,57797,57797
1694180111.625,08/09/2023 13:35:11,1045654,49538,49538
1694180112.625,08/09/2023 13:35:12,1094971,49317,49317
1694180113.626,08/09/2023 13:35:13,1157622,62651,62588.412
1694180114.626,08/09/2023 13:35:14,1217715,60093,60093
1694180115.626,08/09/2023 13:35:15,1272706,54991,54991
1694180116.626,08/09/2023 13:35:16,1335643,62937,62937
1694180117.626,08/09/2023 13:35:17,1392862,57219,57219
1694180118.626,08/09/2023 13:35:18,1444430,51568,51568
1694180119.626,08/09/2023 13:35:19,1493206,48776,48776
1694180120.626,08/09/2023 13:35:20,1543452,50246,50246
1694180121.626,08/09/2023 13:35:21,1600375,56923,56923
1694180122.626,08/09/2023 13:35:22,1665522,65147,65147
1694180123.626,08/09/2023 13:35:23,1728386,62864,62864
1694180124.626,08/09/2023 13:35:24,1791058,62672,62672
1694180125.626,08/09/2023 13:35:25,1856110,65052,65052
1694180126.626,08/09/2023 13:35:26,1923438,67328,67328
1694180127.627,08/09/2023 13:35:27,1983345,59907,59847.153
1694180128.627,08/09/2023 13:35:28,2044976,61631,61631
1694180129.627,08/09/2023 13:35:29,2111072,66096,66096
1694180130.627,08/09/2023 13:35:30,2178262,67190,67190
1694180131.627,08/09/2023 13:35:31,2243794,65532,65532
1694180132.627,08/09/2023 13:35:32,2310062,66268,66268
1694180133.627,08/09/2023 13:35:33,2374188,64126,64126
1694180134.627,08/09/2023 13:35:34,2442292,68104,68104
1694180135.627,08/09/2023 13:35:35,2509486,67194,67194
1694180136.627,08/09/2023 13:35:36,2569568,60082,60082
1694180137.627,08/09/2023 13:35:37,2634922,65354,65354
1694180138.627,08/09/2023 13:35:38,2705279,70357,70357
1694180139.627,08/09/2023 13:35:39,2774194,68915,68915
1694180140.628,08/09/2023 13:35:40,2839927,65733,65667.333
1694180141.628,08/09/2023 13:35:41,2900725,60798,60798
1694180142.628,08/09/2023 13:35:42,2968497,67772,67772
1694180143.628,08/09/2023 13:35:43,3038019,69522,69522
1694180144.628,08/09/2023 13:35:44,3106232,68213,68213
1694180145.628,08/09/2023 13:35:45,3177181,70949,70949
1694180146.628,08/09/2023 13:35:46,3246030,68849,68849
1694180147.628,08/09/2023 13:35:47,3316046,70016,70016
